Machine_ID,Temperature,Run_Time,Downtime_Flag
M0076,58.75,366.25,0
M0077,61.42,491.28,1
M0078,50.61,32.65,0
M0079,56.29,338.7,0
M0080,118.03,27.92,0
M0081,92.46,459.33,0
M0082,115.3,470.75,0
M0083,81.79,368.38,1
M0084,56.92,196.53,1
M0085,72.18,35.69,0
M0086,111.77,388.82,0
M0087,108.5,135.39,1
M0088,61.9,73.08,0
M0089,61.44,171.7,1
M0090,105.97,421.37,1
M0091,102.86,472.33,1
M0092,75.29,273.12,0
M0093,76.68,50.5,0
M0094,79.44,130.1,0
M0095,91.34,385.89,1
M0096,51.15,237.46,0
M0097,68.08,289.94,0
M0098,53.0,443.6,1
M0099,58.64,364.67,0
M0100,91.48,121.85,0
M0101,66.08,96.08,1
M0102,106.03,463.21,1
M0103,107.68,377.71,0
M0104,70.18,312.23,1
M0105,102.92,161.0,1
M0106,116.61,442.16,0
M0107,116.92,498.98,1
M0108,74.11,137.39,0
M0109,109.05,274.37,0
M0110,85.69,91.67,1
M0111,68.21,481.73,1
M0112,116.15,403.56,1
M0113,85.65,496.54,1
M0114,111.58,229.81,0
M0115,74.31,82.05,0
M0116,94.63,223.16,1
M0117,92.48,361.86,1
M0118,110.47,313.19,1
M0119,59.13,242.04,1
M0120,113.07,41.31,1
M0121,64.62,354.79,0
M0122,105.34,63.65,0
M0123,56.99,340.47,0
M0124,97.66,354.4,0
M0125,80.3,160.43,0
M0126,65.97,377.01,0
M0127,94.32,57.84,1
M0128,113.65,22.77,0
M0129,68.71,142.79,1
M0130,62.03,90.38,0
M0131,117.47,462.49,0
M0132,80.58,100.77,0
M0133,111.3,41.92,0
M0134,104.65,396.06,0
M0135,91.25,96.1,1
M0136,59.41,430.39,1
M0137,97.57,85.27,0
M0138,63.47,315.48,1
M0139,61.04,26.43,1
M0140,83.75,339.5,1
M0141,69.3,93.84,1
M0142,74.9,426.66,0
M0143,92.21,258.85,0
M0144,115.55,55.5,0
M0145,99.69,134.38,1
M0146,94.18,201.3,1
M0147,88.63,468.38,0
M0148,107.73,433.2,1
M0149,57.4,54.41,0
M0150,56.84,192.38,1
M0151,79.33,110.72,1
M0152,51.28,13.94,1
M0153,95.65,468.99,1
M0154,75.78,330.06,0
M0155,53.62,187.76,1
M0156,101.11,63.12,1
M0157,63.14,272.85,1
M0158,50.89,301.93,0
M0159,82.12,341.43,1
M0160,84.41,227.59,0
M0161,79.2,161.62,1
M0162,56.24,236.0,1
M0163,56.04,175.63,0
M0164,58.06,203.49,0
M0165,71.42,494.15,0
M0166,52.95,490.57,0
M0167,113.18,127.38,0
M0168,70.51,331.22,1
M0169,71.83,76.51,0
M0170,58.83,238.8,1
M0171,72.29,246.8,1
M0172,50.71,457.27,1
M0173,106.31,325.09,1
M0174,104.91,18.94,0
M0175,68.17,456.09,1
M0176,77.9,134.74,0
M0177,102.34,356.38,0
M0178,118.1,32.5,0
M0179,89.21,74.12,0
M0180,70.75,146.21,0
M0181,56.74,361.23,0
M0182,89.56,21.92,0
M0183,66.09,77.35,1
M0184,119.9,456.52,1
M0185,109.45,114.18,0
M0186,80.01,133.69,1
M0187,116.42,259.57,0
M0188,53.97,194.02,1
M0189,54.61,487.43,0
M0190,80.38,470.12,1
M0191,69.25,410.36,0
M0192,91.28,475.73,0
M0193,64.29,467.48,0
M0194,63.31,402.25,1
M0195,116.6,168.68,0
M0196,111.75,63.95,0
M0197,58.76,405.32,1
M0198,86.98,116.73,0
M0199,95.63,38.43,0
M0200,98.74,330.94,0
M0201,53.67,442.18,1
M0202,52.38,228.8,0
M0203,58.33,302.73,1
M0204,67.24,400.03,1
M0205,74.74,495.82,0
M0206,114.09,407.19,0
M0207,60.06,28.21,1
M0208,87.87,187.96,0
M0209,115.5,328.41,0
M0210,63.2,389.6,1
M0211,92.91,407.23,0
M0212,119.42,293.71,1
M0213,60.93,245.83,0
M0214,77.25,134.88,1
M0215,114.17,253.78,1
M0216,109.86,413.38,0
M0217,82.46,39.92,0
M0218,78.98,347.06,1
M0219,65.34,123.2,0
M0220,76.26,258.6,1
M0221,60.21,349.72,0
M0222,98.16,41.35,0
M0223,64.23,483.51,1
M0224,92.92,150.89,0
M0225,74.55,156.21,1
M0226,56.34,133.91,1
M0227,58.39,135.8,0
M0228,75.8,129.23,0
M0229,101.44,154.65,0
M0230,76.95,471.45,1
M0231,102.97,124.81,1
M0232,97.28,395.59,1
M0233,112.3,344.22,0
M0234,96.86,252.07,0
M0235,117.5,116.8,1
M0236,80.26,122.54,0
M0237,68.43,450.21,1
M0238,57.78,330.55,0
M0239,93.38,220.13,1
M0240,116.42,400.43,1
M0241,84.16,164.0,0
M0242,116.64,238.18,0
M0243,66.05,483.35,0
M0244,69.7,210.0,0
M0245,95.07,43.14,0
M0246,92.82,192.46,0
M0247,80.89,381.52,1
M0248,67.11,100.44,1
M0249,87.48,397.95,1
M0250,73.21,113.39,1
M0251,98.35,328.75,0
M0252,58.8,82.27,1
M0253,55.52,52.49,1
M0254,64.69,258.64,1
M0255,95.0,212.7,1
M0256,118.03,386.94,1
M0257,104.4,49.38,0
M0258,91.59,191.43,0
M0259,77.44,373.48,1
M0260,106.52,50.48,0
M0261,74.92,39.65,0
M0262,81.02,278.36,1
M0263,105.28,493.39,1
M0264,116.15,44.89,0
M0265,69.99,300.19,0
M0266,117.8,57.93,0
M0267,83.63,254.86,0
M0268,118.19,241.55,0
M0269,103.24,108.34,0
M0270,60.58,249.23,1
M0271,108.74,287.38,1
M0272,93.92,288.63,1
M0273,116.69,429.85,0
M0274,56.4,24.26,0
M0275,60.73,234.11,1
M0276,51.62,73.33,1
M0277,70.1,440.31,1
M0278,100.54,463.6,0
M0279,117.95,380.34,0
M0280,65.97,81.65,1
M0281,66.65,494.44,0
M0282,104.81,18.35,1
M0283,58.33,322.46,1
M0284,50.89,216.49,1
M0285,52.38,141.41,1
M0286,70.35,401.12,1
M0287,66.35,407.32,1
M0288,51.84,294.05,0
M0289,78.2,90.04,0
M0290,104.39,149.2,0
M0291,85.77,134.6,1
M0292,70.16,54.26,1
M0293,56.14,116.64,0
M0294,112.94,245.3,1
M0295,109.55,339.52,0
M0296,58.14,443.71,0
M0297,52.92,454.15,1
M0298,119.84,44.21,0
M0299,84.79,364.59,0
M0300,90.96,356.76,1
M0301,94.91,387.3,0
M0302,69.95,232.16,1
M0303,78.7,349.2,1
M0304,80.17,174.1,0
M0305,100.66,269.63,1
M0306,93.05,199.93,1
M0307,66.93,31.54,0
M0308,76.39,389.1,0
M0309,101.9,167.11,0
M0310,108.54,491.05,0
M0311,51.93,132.65,0
M0312,92.18,12.74,1
M0313,95.05,423.66,1
M0314,105.96,77.75,1
M0315,51.71,383.87,1
M0316,87.06,383.51,1
M0317,117.68,379.27,1
M0318,55.04,303.82,1
M0319,111.7,296.34,1
M0320,101.26,92.1,1
M0321,80.41,62.92,0
M0322,65.64,313.18,1
M0323,105.57,324.14,1
M0324,87.64,279.86,1
M0325,52.72,79.96,1
M0326,86.16,101.12,0
M0327,50.97,480.3,1
M0328,98.89,319.51,0
M0329,101.73,209.29,1
M0330,73.18,24.14,1
M0331,106.2,475.56,0
M0332,58.02,283.94,0
M0333,96.77,235.84,1
M0334,94.61,464.93,1
M0335,58.36,243.77,0
M0336,75.43,31.35,0
M0337,67.56,36.9,0
M0338,54.81,126.46,1
M0339,100.42,94.19,1
M0340,95.98,459.44,0
M0341,113.33,205.62,0
M0342,67.89,172.73,0
M0343,52.45,263.18,1
M0344,50.16,287.74,1
M0345,104.85,51.93,1
M0346,117.67,80.52,1
M0347,86.73,182.45,1
M0348,65.37,403.36,1
M0349,52.26,323.13,0
M0350,52.63,187.23,1
M0351,61.03,34.49,1
M0352,108.81,147.71,0
M0353,73.61,150.29,0
M0354,76.6,330.19,0
M0355,109.94,131.87,0
M0356,111.3,100.32,0
M0357,67.76,428.39,1
M0358,98.08,245.32,1
M0359,106.81,112.64,1
M0360,107.95,119.91,1
M0361,94.32,259.8,1
M0362,81.03,312.7,1
M0363,101.49,208.57,1
M0364,89.5,350.12,0
M0365,111.48,56.61,0
M0366,93.45,407.11,1
M0367,106.76,15.28,1
M0368,57.99,73.18,0
M0369,80.41,386.81,1
M0370,79.75,200.36,1
M0371,62.26,411.96,1
M0372,103.54,126.51,1
M0373,119.62,197.41,1
M0374,98.52,324.6,1
M0375,87.73,228.49,1
M0376,96.64,278.68,0
M0377,71.05,65.39,1
M0378,85.46,237.19,1
M0379,115.23,234.9,0
M0380,109.2,393.71,1
M0381,89.27,261.99,0
M0382,86.87,280.75,1
M0383,98.64,79.44,1
M0384,74.28,260.92,0
M0385,68.64,296.01,1
M0386,99.64,292.46,1
M0387,55.58,236.4,0
M0388,53.89,127.14,0
M0389,96.1,341.2,0
M0390,117.97,107.65,1
M0391,96.62,304.66,1
M0392,58.51,230.2,0
M0393,91.82,395.7,0
M0394,97.4,179.82,1
M0395,85.49,270.2,1
M0396,71.11,81.73,0
M0397,90.3,263.83,0
M0398,112.2,416.07,0
M0399,86.91,87.31,1
M0400,106.82,156.85,0
M0401,71.45,81.2,0
M0402,79.57,283.41,1
M0403,75.84,404.03,1
M0404,79.71,402.1,1
M0405,59.1,332.25,0
M0406,99.07,73.74,0
M0407,108.98,81.09,0
M0408,63.57,298.21,1
M0409,80.27,37.12,1
M0410,75.18,338.09,0
M0411,64.89,378.11,0
M0412,99.8,432.66,0
M0413,92.62,465.29,0
M0414,62.08,299.76,1
M0415,108.2,282.81,0
M0416,77.15,436.89,0
M0417,117.8,449.81,1
M0418,105.39,426.33,1
M0419,112.31,449.21,0
M0420,70.3,100.84,0
M0421,105.26,192.46,0
M0422,58.71,60.12,0
M0423,61.47,327.2,0
M0424,69.35,98.3,1
M0425,59.05,362.41,0
M0426,75.84,262.21,1
M0427,92.01,243.36,1
M0428,80.57,291.77,0
M0429,61.13,368.27,0
M0430,66.62,209.24,1
M0431,50.16,423.12,0
M0432,79.99,329.48,0
M0433,72.14,428.68,1
M0434,69.7,374.77,0
M0435,57.33,16.03,1
M0436,108.78,257.7,0
M0437,91.81,385.95,0
M0438,111.66,441.56,1
M0439,56.89,480.27,0
M0440,55.76,268.22,1
M0441,96.46,421.12,1
M0442,111.14,418.85,1
M0443,104.97,341.24,0
M0444,53.84,89.0,1
M0445,75.17,454.83,0
M0446,65.56,157.68,0
M0447,118.41,342.02,0
M0448,53.67,487.78,1
M0449,113.24,276.96,0
M0450,90.18,186.91,0
M0451,108.07,289.13,0
M0452,80.93,21.76,0
M0453,93.3,332.52,0
M0454,78.28,184.82,1
M0455,98.35,157.23,0
M0456,89.56,422.66,0
M0457,51.03,413.33,1
M0458,99.26,300.5,1
M0459,103.25,143.42,0
M0460,111.69,369.57,1
M0461,108.81,162.21,0
M0462,113.2,422.64,0
M0463,108.92,22.54,0
M0464,64.07,191.62,0
M0465,105.13,237.87,1
M0466,65.22,187.12,1
M0467,116.28,312.52,0
M0468,110.42,61.55,1
M0469,75.65,239.71,1
M0470,53.31,36.31,1
M0471,114.87,155.59,0
M0472,119.26,238.06,1
M0473,64.38,416.35,0
M0474,70.64,198.86,0
M0475,70.46,454.14,1
M0476,96.92,299.49,1
M0477,95.19,315.75,1
M0478,78.68,155.75,0
M0479,60.19,256.65,0
M0480,98.76,224.68,0
M0481,53.06,436.45,0
M0482,99.37,256.72,0
M0483,79.91,156.45,1
M0484,89.48,417.06,0
M0485,77.65,348.03,1
M0486,58.23,192.4,1
M0487,116.75,286.13,0
M0488,107.87,374.36,0
M0489,93.77,120.17,0
M0490,107.53,481.8,0
M0491,101.55,211.94,1
M0492,65.09,62.78,0
M0493,82.67,36.31,1
M0494,89.53,327.94,0
M0495,105.6,224.41,0
M0496,58.37,123.69,0
M0497,74.03,390.36,1
M0498,99.69,190.05,0
M0499,71.44,38.7,1
M0500,96.97,330.84,0
M0501,109.48,460.82,1
M0502,55.3,183.78,0
M0503,109.02,102.3,0
M0504,64.77,155.58,1
M0505,114.76,253.89,0
M0506,61.81,256.78,0
M0507,57.79,350.15,0
M0508,61.38,278.15,0
M0509,99.87,229.43,1
M0510,98.01,82.26,1
M0511,55.86,234.46,0
M0512,66.72,488.76,1
M0513,85.01,209.34,1
M0514,71.78,127.87,0
M0515,79.65,252.37,0
M0516,56.93,417.2,1
M0517,96.34,493.29,1
M0518,67.88,277.93,1
M0519,56.04,56.74,0
M0520,102.23,203.46,1
M0521,90.43,241.86,1
M0522,52.93,64.15,0
M0523,95.59,137.37,0
M0524,113.81,173.95,1
M0525,85.31,278.46,0
M0526,114.98,258.58,1
M0527,57.08,437.86,0
M0528,91.39,390.05,1
M0529,80.06,411.95,0
M0530,56.31,284.58,1
M0531,90.88,147.17,1
M0532,65.04,422.52,0
M0533,62.34,96.7,0
M0534,92.64,73.41,1
M0535,91.92,346.63,1
M0536,68.68,429.69,1
M0537,59.9,184.99,0
M0538,102.09,57.88,0
M0539,93.71,269.4,0
M0540,93.28,478.69,1
M0541,111.04,103.68,1
M0542,102.11,473.84,1
M0543,106.74,21.18,0
M0544,82.75,208.38,0
M0545,50.37,432.84,0
M0546,96.67,279.53,0
M0547,55.85,206.74,1
M0548,74.23,284.06,0
M0549,119.76,15.72,0
M0550,86.35,189.05,0
M0551,95.57,462.56,1
M0552,95.36,19.65,1
M0553,110.55,380.75,1
M0554,60.37,413.6,0
M0555,97.98,464.62,1
M0556,57.28,69.7,0
M0557,96.49,125.25,0
M0558,68.85,141.08,1
M0559,57.05,271.38,0
M0560,69.58,289.15,1
M0561,73.99,444.4,0
M0562,108.73,458.62,1
M0563,81.27,277.81,1
M0564,99.51,15.48,1
M0565,101.28,54.07,0
M0566,51.28,82.03,1
M0567,68.27,299.3,1
M0568,89.08,208.97,1
M0569,116.96,314.46,0
M0570,114.63,488.88,1
M0571,96.03,93.19,0
M0572,80.93,366.51,1
M0573,102.23,95.2,1
M0574,51.38,167.59,0
M0575,91.84,116.2,0
M0576,57.22,45.86,1
M0577,116.32,30.99,1
M0578,62.8,82.66,0
M0579,82.97,335.72,1
M0580,100.41,210.62,0
M0581,86.12,383.02,1
M0582,110.38,335.03,0
M0583,72.68,201.04,0
M0584,60.49,205.86,1
M0585,97.04,357.46,0
M0586,59.78,210.84,1
M0587,67.95,209.51,0
M0588,95.02,450.99,0
M0589,86.76,423.24,1
M0590,70.25,136.34,1
M0591,89.48,227.76,0
M0592,91.32,92.54,0
M0593,75.64,470.46,1
M0594,88.98,435.8,1
M0595,71.95,102.0,1
M0596,68.36,451.72,1
M0597,99.2,453.26,0
M0598,68.06,487.6,0
M0599,81.7,158.84,1
M0600,116.87,112.16,0
M0601,53.58,24.52,1
M0602,119.72,132.56,1
M0603,94.21,421.58,1
M0604,108.29,416.68,0
M0605,75.18,114.63,1
M0606,100.82,458.37,1
M0607,75.64,81.66,1
M0608,93.9,164.31,0
M0609,88.45,467.2,0
M0610,51.98,51.07,1
M0611,111.86,366.51,0
M0612,105.3,217.15,0
M0613,119.03,86.11,0
M0614,109.97,467.77,1
M0615,100.22,143.64,1
M0616,57.64,387.05,1
M0617,87.35,188.79,0
M0618,76.62,238.78,1
M0619,60.15,386.79,1
M0620,93.05,87.39,1
M0621,63.6,80.28,0
M0622,105.91,271.06,0
M0623,111.85,443.65,0
M0624,109.17,107.72,1
M0625,114.65,481.23,0
M0626,58.04,161.49,0
M0627,93.16,135.9,0
M0628,67.81,227.02,0
M0629,102.08,408.76,1
M0630,111.77,408.81,1
M0631,95.38,322.2,1
M0632,61.83,363.53,0
M0633,108.84,449.13,0
M0634,50.37,113.64,0
M0635,108.32,346.63,1
M0636,84.38,45.04,0
M0637,114.5,183.74,0
M0638,53.22,258.54,0
M0639,103.11,382.98,0
M0640,97.46,208.96,0
M0641,77.7,109.72,1
M0642,110.9,472.69,0
M0643,83.85,477.55,0
M0644,81.74,400.35,1
M0645,103.77,73.76,0
M0646,99.19,232.57,1
M0647,98.93,337.9,1
M0648,89.47,484.72,1
M0649,72.99,400.98,1
M0650,90.66,362.9,0
M0651,117.92,160.59,0
M0652,108.08,337.57,0
M0653,108.38,447.15,0
M0654,50.88,345.53,1
M0655,99.13,342.16,0
M0656,74.09,422.43,0
M0657,81.07,256.87,1
M0658,115.52,132.94,0
M0659,107.44,46.57,0
M0660,107.72,155.82,0
M0661,108.67,372.28,0
M0662,76.11,430.1,1
M0663,67.12,398.19,1
M0664,84.14,65.81,1
M0665,87.82,406.81,1
M0666,66.23,211.87,0
M0667,94.76,356.54,1
M0668,105.43,348.74,1
M0669,113.03,454.48,1
M0670,101.88,405.52,1
M0671,76.22,26.74,0
M0672,108.39,260.07,0
M0673,77.79,497.83,1
M0674,102.71,406.7,1
M0675,87.61,60.31,1
M0676,90.21,64.27,0
M0677,51.06,72.88,1
M0678,118.62,451.13,0
M0679,82.99,495.9,1
M0680,80.77,21.02,1
M0681,62.42,213.94,1
M0682,54.35,440.13,0
M0683,76.36,493.95,1
M0684,82.47,451.34,1
M0685,79.17,87.3,0
M0686,73.22,265.32,0
M0687,73.0,156.48,0
M0688,68.83,393.01,0
M0689,61.36,339.81,1
M0690,73.3,298.85,1
M0691,75.36,310.28,0
M0692,93.74,284.81,0
M0693,61.93,413.12,1
M0694,51.73,451.66,1
M0695,111.86,336.6,1
M0696,101.27,472.93,0
M0697,113.38,396.21,0
M0698,95.79,154.36,0
M0699,94.21,154.57,0
M0700,88.68,443.96,0
M0701,55.44,307.56,0
M0702,105.81,223.18,0
M0703,94.26,207.36,1
M0704,87.97,55.66,0
M0705,58.96,163.18,1
M0706,119.56,184.13,0
M0707,82.7,210.27,1
M0708,72.55,62.64,0
M0709,98.6,132.54,0
M0710,62.32,163.73,1
M0711,99.59,335.71,0
M0712,116.97,119.22,0
M0713,95.13,204.03,0
M0714,89.5,91.14,0
M0715,79.85,347.91,1
M0716,106.09,355.4,1
M0717,111.69,15.6,0
M0718,89.36,323.8,1
M0719,74.38,18.34,1
M0720,88.6,424.15,0
M0721,68.88,229.71,1
M0722,116.15,167.58,1
M0723,79.04,146.47,1
M0724,60.79,135.95,1
M0725,59.32,18.31,0
M0726,110.96,226.61,0
M0727,77.88,458.21,0
M0728,95.49,468.03,1
M0729,67.08,91.33,0
M0730,118.08,118.08,0
M0731,54.66,247.17,1
M0732,62.57,19.28,1
M0733,107.89,134.09,0
M0734,68.01,352.14,1
M0735,100.74,275.53,0
M0736,93.07,484.19,1
M0737,64.86,157.49,0
M0738,57.11,103.49,0
M0739,113.0,469.64,1
M0740,110.22,257.95,1
M0741,73.82,397.72,0
M0742,53.39,401.88,1
M0743,90.16,289.82,1
M0744,82.99,86.61,0
M0745,66.3,348.09,1
M0746,58.73,379.5,1
M0747,113.34,276.73,1
M0748,75.14,174.32,0
M0749,113.51,167.52,1
M0750,116.08,141.85,0
M0751,97.2,486.82,0
M0752,53.75,274.73,1
M0753,117.08,145.5,1
M0754,116.28,410.82,0
M0755,104.32,478.87,1
M0756,97.04,359.56,1
M0757,115.54,21.82,0
M0758,119.48,29.23,0
M0759,85.91,141.38,0
M0760,82.35,466.68,0
M0761,81.74,246.06,0
M0762,78.79,15.6,1
M0763,111.19,74.19,0
M0764,91.99,292.13,1
M0765,75.93,169.74,1
M0766,105.98,462.42,1
M0767,55.51,314.16,1
M0768,116.23,451.11,1
M0769,93.02,135.71,1
M0770,66.93,170.18,0
M0771,73.69,190.35,0
M0772,88.53,398.39,1
M0773,51.35,386.16,0
M0774,77.1,190.45,1
M0775,109.35,211.1,0
M0776,109.69,177.29,0
M0777,112.43,95.62,0
M0778,65.75,329.46,0
M0779,67.23,279.11,1
M0780,103.82,298.69,1
M0781,117.97,79.52,0
M0782,94.25,138.25,0
M0783,86.35,465.16,0
M0784,51.92,481.85,1
M0785,90.38,49.08,0
M0786,56.92,319.54,0
M0787,70.95,265.61,1
M0788,103.53,407.59,0
M0789,107.23,104.57,0
M0790,80.38,43.09,0
M0791,104.34,203.16,1
M0792,66.52,82.21,0
M0793,52.05,214.35,1
M0794,57.35,328.68,0
M0795,63.9,105.56,1
M0796,86.51,34.71,0
M0797,76.32,224.39,0
M0798,99.19,113.11,1
M0799,113.8,239.12,1
M0800,107.5,248.95,0
M0801,71.43,398.89,0
M0802,93.52,292.86,0
M0803,52.56,384.18,0
M0804,112.28,206.62,1
M0805,66.66,446.31,0
M0806,68.38,474.49,0
M0807,54.94,300.54,0
M0808,105.1,433.34,1
M0809,73.38,108.75,1
M0810,113.36,482.15,1
M0811,62.65,349.75,1
M0812,50.29,178.13,0
M0813,101.39,198.36,0
M0814,82.27,381.09,1
M0815,87.16,428.97,1
M0816,57.46,34.97,1
M0817,92.99,110.12,0
M0818,66.14,261.7,1
M0819,65.6,286.87,1
M0820,53.91,467.34,0
M0821,67.96,483.18,0
M0822,56.64,330.49,0
M0823,107.38,461.09,0
M0824,75.69,397.07,1
M0825,60.23,251.05,0
M0826,68.91,96.47,1
M0827,79.72,457.86,0
M0828,114.18,84.21,0
M0829,111.34,361.82,0
M0830,69.96,365.03,0
M0831,60.08,179.18,1
M0832,88.87,326.27,0
M0833,101.49,50.2,1
M0834,50.81,39.28,1
M0835,55.26,69.42,0
M0836,111.82,42.94,1
M0837,107.3,495.73,1
M0838,97.64,232.99,1
M0839,59.55,173.02,0
M0840,84.29,132.54,0
M0841,53.56,97.21,1
M0842,78.19,333.36,1
M0843,88.41,398.1,1
M0844,81.06,143.77,1
M0845,68.3,383.6,1
M0846,70.68,426.48,1
M0847,104.07,122.24,1
M0848,91.31,221.05,1
M0849,67.07,430.87,1
M0850,93.38,322.06,1
M0851,93.88,32.07,0
M0852,78.54,114.46,1
M0853,50.83,287.54,1
M0854,104.95,375.7,1
M0855,101.14,215.93,0
M0856,94.77,347.88,1
M0857,66.97,384.23,0
M0858,94.72,350.27,0
M0859,67.01,340.24,1
M0860,77.78,299.63,1
M0861,95.27,362.24,0
M0862,68.09,50.42,1
M0863,106.54,209.75,0
M0864,75.05,94.32,0
M0865,106.18,216.84,0
M0866,113.08,126.97,1
M0867,106.82,114.14,0
M0868,86.02,77.68,1
M0869,80.91,216.25,0
M0870,84.78,26.88,0
M0871,105.77,380.7,0
M0872,107.63,372.44,1
M0873,112.9,131.59,1
M0874,100.45,358.1,0
M0875,73.05,271.94,1
M0876,117.07,369.39,1
M0877,113.55,383.51,1
M0878,107.44,105.32,0
M0879,103.03,121.53,0
M0880,93.71,292.59,1
M0881,52.08,28.03,0
M0882,116.21,255.28,0
M0883,78.87,178.95,0
M0884,63.25,148.55,0
M0885,51.19,43.43,1
M0886,78.9,431.8,0
M0887,96.61,127.01,1
M0888,118.99,413.77,0
M0889,116.64,262.2,0
M0890,62.72,354.84,1
M0891,52.24,358.19,0
M0892,99.87,440.99,1
M0893,112.34,292.26,0
M0894,67.83,45.93,1
M0895,95.25,84.35,1
M0896,73.52,163.2,1
M0897,85.86,31.63,1
M0898,72.77,480.61,0
M0899,56.4,489.04,0
M0900,78.76,339.08,0
M0901,94.52,143.38,1
M0902,85.56,133.14,0
M0903,103.23,151.45,1
M0904,79.02,73.66,0
M0905,102.31,296.77,0
M0906,116.27,499.07,0
M0907,115.42,353.09,0
M0908,66.96,153.4,1
M0909,74.82,387.28,1
M0910,76.02,42.11,0
M0911,116.38,340.9,1
M0912,51.16,28.16,1
M0913,73.32,174.87,1
M0914,94.22,440.65,1
M0915,57.5,318.72,1
M0916,55.86,468.33,0
M0917,118.49,159.64,0
M0918,117.19,65.17,1
M0919,68.12,433.52,0
M0920,62.66,63.06,0
M0921,74.26,472.22,1
M0922,56.12,185.58,1
M0923,61.76,325.16,1
M0924,119.18,219.89,1
M0925,85.33,293.15,1
M0926,105.37,119.55,1
M0927,109.13,203.94,0
M0928,110.64,41.46,1
M0929,86.86,327.0,1
M0930,117.87,437.32,0
M0931,76.22,128.23,0
M0932,51.09,173.46,0
M0933,68.68,467.01,0
M0934,108.58,332.11,1
M0935,109.72,195.8,0
M0936,83.56,268.94,1
M0937,91.44,437.54,0
M0938,103.04,392.57,0
M0939,53.47,244.98,0
M0940,70.72,172.92,1
M0941,92.74,398.15,1
M0942,85.73,455.42,1
M0943,75.66,336.1,0
M0944,94.58,486.3,1
M0945,102.54,359.77,0
M0946,51.53,140.2,0
M0947,107.83,348.84,0
M0948,94.64,160.55,0
M0949,77.32,264.45,0
M0950,87.55,306.93,0
M0951,65.23,207.56,0
M0952,68.67,349.86,1
M0953,50.06,314.79,0
M0954,56.05,263.67,0
M0955,102.53,140.83,1
M0956,55.15,314.44,0
M0957,72.85,456.48,1
M0958,70.94,382.87,1
M0959,70.09,250.99,1
M0960,56.95,65.32,0
M0961,59.53,403.43,1
M0962,90.94,145.33,1
M0963,70.26,309.28,1
M0964,80.78,443.13,0
M0965,90.3,392.73,1
M0966,96.17,29.83,1
M0967,83.32,25.54,1
M0968,97.75,170.38,1
M0969,111.18,229.79,1
M0970,63.06,108.97,0
M0971,51.98,493.63,1
M0972,84.45,223.03,1
M0973,77.3,359.09,1
M0974,107.04,49.11,1
M0975,60.08,226.77,0
M0976,82.15,181.78,0
M0977,73.17,451.82,1
M0978,105.67,315.83,0
M0979,109.62,49.55,1
M0980,56.79,432.49,1
M0981,111.45,405.8,1
M0982,101.09,455.22,1
M0983,114.41,419.13,0
M0984,76.4,42.17,0
M0985,59.7,199.47,0
M0986,67.54,172.88,0
M0987,119.4,487.84,1
M0988,92.51,398.25,0
M0989,104.21,375.01,1
M0990,64.76,180.33,0
M0991,115.59,89.24,0
M0992,113.79,189.3,1
M0993,88.15,337.81,1
M0994,118.77,307.72,1
M0995,71.34,114.36,0
M0996,96.23,295.86,0
